monad-bayes-0.1.0.0: benchmarks
Running 1 benchmarks...
Benchmark monad-bayes-bench: RUNNING...

model,reference,algorithm,sampler,test,1024,8064,15104,22144,29184,36224,43264,50304,57344,64384
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.238517313453059e-2,1.5155203989739255e-3,7.881285937281976e-4,6.226579055708498e-4,3.719062339660288e-4,3.482503178448412e-4,4.165391710312385e-4,4.0941556472350293e-4,2.736377572864465e-4,2.0283485251164574e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2412232848164274e-2,2.3894717784722595e-3,5.291516161122955e-4,6.220575801710561e-4,6.313301393689145e-4,5.742053354934608e-4,3.3915404938267236e-4,3.9553615667871985e-4,1.5942617173873787e-4,1.7480535495655622e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.6239376858758727e-2,1.8557590726402864e-3,1.0105329160032517e-3,5.369613764159308e-4,7.390154410560445e-4,3.955976462209453e-4,3.4407321236063165e-4,4.336203169468481e-4,2.694847479494492e-4,2.1233135920248922e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.510721316226882e-2,2.452166543849458e-3,1.1720717387695425e-3,6.96172460545829e-4,3.635013974800815e-4,5.674136564354721e-4,2.742859084471688e-4,3.332925774792827e-4,2.1977022263312178e-4,1.7683406023763222e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.6270690294200224e-2,2.2981311885096932e-3,7.86581593149279e-4,7.368047121248464e-4,8.048321848663303e-4,3.073668065440038e-4,4.1438313184402587e-4,2.351821673675378e-4,3.4713858064353616e-4,3.3722655852396486e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.724482816782431e-2,1.6895589984458224e-3,1.1668581468827965e-3,6.662431753081731e-4,5.334706198440041e-4,3.62167699395329e-4,4.2275572875944984e-4,2.5471859468721703e-4,2.3434442539707612e-4,1.7781976930973968e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2465582925589407e-2,2.181506767636985e-3,8.985570537586786e-4,6.477220653720344e-4,3.654121714923046e-4,5.466343246935973e-4,3.203443960022944e-4,2.4070480369100248e-4,2.4537368795296555e-4,2.5785543332823764e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2994459233233372e-2,2.10169021393961e-3,7.837690650153894e-4,6.933598632916339e-4,3.824829313172117e-4,2.7774813919539075e-4,3.471771243373201e-4,1.5945711517230632e-4,1.8209310664730593e-4,3.283867259808982e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.9447024400667465e-2,1.7845861583201971e-3,9.006783438574905e-4,8.354276602165011e-4,2.077155232254954e-4,3.247718391283091e-4,3.3029728456049345e-4,3.512649018896797e-4,3.6615689554575937e-4,2.2184346408296368e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.9687190667825264e-2,2.02902688836663e-3,9.083858604787545e-4,5.55999954763184e-4,4.97204643017818e-4,3.904922940648162e-4,4.4168730121034374e-4,2.927024143806302e-4,3.0446335835653264e-4,2.570659198107589e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.0782698674652546e-2,1.7636816754070042e-3,7.239799193740376e-4,5.840960422227337e-4,4.4249253784208164e-4,3.3701457043448855e-4,3.116535385916375e-4,2.613717919164012e-4,3.370542205977829e-4,2.192186125526136e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.259980894748958e-2,1.370395786144169e-3,1.4839706237980465e-3,8.167941751539722e-4,6.422434744273878e-4,2.4558414848231984e-4,5.312961395535149e-4,1.8447448931405695e-4,2.1638710138905922e-4,2.004898597419327e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.4236782490605032e-2,2.2535024757716795e-3,8.653762787143246e-4,8.75285621469799e-4,5.556701706917774e-4,2.9652648136397827e-4,3.6937138829161117e-4,4.503186680605571e-4,3.1896644888086147e-4,2.1204102197860172e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.1491483052188696e-2,2.5304426832802917e-3,9.225834033049704e-4,8.411148561818253e-4,6.019749752056822e-4,3.128069860480779e-4,3.0269948669382643e-4,3.3428978226569003e-4,2.8154679827181847e-4,1.962886029944304e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.3779604034530112e-2,2.567134589893683e-3,8.695820113506481e-4,7.620710880233148e-4,9.694392463612663e-4,3.5787131506777737e-4,2.890673631322747e-4,3.1738123951617105e-4,2.7615363888690986e-4,2.2912510139401878e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.456900643813053e-2,1.9121684468985443e-3,7.646320887274819e-4,9.534088619590556e-4,4.970642482209349e-4,3.5289277014113413e-4,3.4310267826718945e-4,3.057452888326575e-4,3.640794292229252e-4,3.048692663726143e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2488134743047821e-2,1.7450874981179013e-3,1.0599432079837251e-3,5.728331749657609e-4,4.271279431059742e-4,3.9951789524042373e-4,3.899670215483374e-4,2.449667042793188e-4,2.7702179454875265e-4,1.90922532852461e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.526837408050301e-2,1.6772239841143614e-3,9.760952627119045e-4,6.703162033948446e-4,6.28756215333974e-4,4.562712674351919e-4,1.4791587251810332e-4,2.9478198387083835e-4,2.3897517814829602e-4,2.746016578816764e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.6229795202198274e-2,2.330914926003916e-3,1.5035180349029587e-3,8.906394590636075e-4,3.5409124618914975e-4,5.280983400709162e-4,3.3997006965375074e-4,3.4930300751959695e-4,2.944854265602753e-4,1.9240282398620364e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2993526211829802e-2,2.5011957470794277e-3,7.916552118861966e-4,7.922150802995459e-4,6.802212592827374e-4,4.970704757838731e-4,4.4594140090322386e-4,3.821137702588065e-4,3.478234946482474e-4,1.6802081741733852e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.6321141119159353e-2,3.2003937713488643e-3,8.236273265855429e-4,6.315117510057461e-4,4.4349235448798863e-4,3.506107583897489e-4,2.443420242992933e-4,2.2057346373771517e-4,3.929919405424654e-4,2.1808582348830865e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,2.003560527436899e-2,1.6082098599333235e-3,1.1511011546848173e-3,8.969240846943183e-4,6.212440423506648e-4,4.388105072740767e-4,4.7046860956886233e-4,3.478561874405901e-4,2.840386128200329e-4,2.1163426951075273e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.5018727481260534e-2,2.1372065508490855e-3,1.1037157257275934e-3,5.161503988510163e-4,6.221643096418336e-4,6.796219312240674e-4,3.073054289018471e-4,2.4270041902743427e-4,3.3211006065184817e-4,2.1515966058942241e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,8.922946662358388e-3,1.9945800778704242e-3,8.758845545246096e-4,1.2764373155801185e-3,6.662605850860298e-4,2.701802029268513e-4,4.05305860298594e-4,3.978393712811528e-4,4.4377784388168395e-4,2.743504189348415e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,2.0555758183811307e-2,2.3411533468397356e-3,9.868789155234815e-4,1.015166111548173e-3,3.1249129842110166e-4,3.868931694138728e-4,2.6218183727914993e-4,2.3946361705924363e-4,3.120877609478945e-4,2.8558099876009764e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.0011008111357158e-2,1.774242483845244e-3,8.471131718033715e-4,9.442365735788626e-4,5.879512139964442e-4,6.339168584713534e-4,4.7271978350391255e-4,2.1953122274099028e-4,2.627130277495929e-4,1.7651862728490248e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,2.3295036866517543e-2,2.18335762764156e-3,8.370951674938779e-4,5.034780570011862e-4,5.564736165845276e-4,5.670280952126386e-4,2.3702938176786855e-4,4.4065113861564914e-4,2.98226567960652e-4,2.107748814244453e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.399347508541058e-2,2.281783264384061e-3,1.037836655300658e-3,9.245041433811806e-4,4.6823577524126095e-4,4.267568050253331e-4,2.644955821416396e-4,3.0308827240218064e-4,2.974680794604837e-4,1.908760684100326e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,1.2682946188587159e-2,2.1558601112155306e-3,7.250482518281758e-4,9.922172273131664e-4,6.889235023384383e-4,5.589752571991962e-4,4.0973635753057455e-4,3.231039066588287e-4,1.916774717808838e-4,2.0333883055124693e-4
BetaBin.latent,BetaBin.urn,smc,random-fu sampler,KL divergence,7.699493162548302e-3,1.8806785385010764e-3,8.907183122281153e-4,4.2569165826282236e-4,4.2968534378911346e-4,3.363526534052218e-4,2.492676791007049e-4,1.984646555370014e-4,1.7382201453984233e-4,2.8494729540854075e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.386220928503004e-2,7.677495444490336e-3,4.364513361088125e-3,3.354711810438355e-3,2.1898254285902634e-3,2.140211923817954e-3,1.698052613163496e-3,1.7431229490627205e-3,1.2717928446621223e-3,1.5004649076613575e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.13353813368602238,1.2803268713373575e-2,1.6882277107804648e-2,1.0308051811722663e-2,4.118514379134018e-3,4.87390336814587e-3,2.917741686742579e-3,2.386989927251632e-3,2.5038501250705236e-3,1.9327393648529596e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.10055594462982835,5.789269747129087e-3,4.8454237226827545e-3,2.1882589210394407e-3,1.8519093690312193e-3,1.6346861016064138e-3,1.4565440270209212e-3,1.2412776042641277e-3,1.1598532112958794e-3,9.083499097401479e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.831892932973436e-2,1.4071021697707681e-2,8.585605997578731e-3,7.888589381594245e-3,3.137803357421849e-3,1.7516143782995222e-3,1.1018210758207097e-3,1.0933668774997162e-3,1.1161880464525143e-3,6.188200370915711e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.596699924519862e-2,4.329064973261656e-3,5.553210842037897e-3,3.567174579819716e-3,4.03266084953687e-3,3.1010257697184924e-3,3.2282750716664498e-3,2.5351844012804978e-3,1.886544666546473e-3,1.5250476444313022e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.390635836890986e-2,8.181426607535475e-3,4.2941362057441895e-3,3.662512404686572e-3,1.4446274905224018e-3,1.7147172239693111e-3,1.6755126469578155e-3,1.812971084526016e-3,1.5781891906688748e-3,1.6978802257431084e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.692532110320979e-2,1.3972684134486019e-2,6.392017688919883e-3,3.1807557338735326e-3,2.499619420465143e-3,1.616972199081307e-3,1.5064328661440743e-3,8.111981899245491e-4,7.908768100456185e-4,6.339945677849889e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.0291545002598326e-2,5.867125486111908e-3,5.764246530710964e-3,4.277757936014225e-3,2.9868511221668318e-3,2.169420952971812e-3,1.7120103995459145e-3,1.3267303221344562e-3,1.0245924630396495e-3,9.28024250156924e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.582765011682211e-2,1.068721850808485e-2,3.180986789196212e-3,2.9076865948102354e-3,3.80312610690239e-3,3.1428550668552192e-3,1.834029141660358e-3,1.5070001225667238e-3,1.3155608644882886e-3,1.5151625146572062e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.12835524255616418,5.970079711905347e-3,3.7894872715118176e-3,2.1467214203096186e-3,2.2396624544323233e-3,1.4729524106135022e-3,1.2145979352888182e-3,1.1675937594182386e-3,9.155498485360148e-4,1.2171297789081075e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.313468193131815e-2,1.0278672249657547e-2,9.744847725384004e-3,6.257969796661938e-3,3.910197266132429e-3,2.2901106324130106e-3,1.4958514278950747e-3,1.123706097019556e-3,1.1929886552112298e-3,9.45791104888267e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.10310556954091729,9.314631950284473e-3,5.689230137322672e-3,3.034413362008751e-3,2.0291613505977225e-3,1.7698014319423418e-3,2.0479311464827073e-3,1.6246855688917868e-3,1.3139642101576395e-3,1.3775922776002765e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.985414418433787e-2,4.3475203647864264e-3,3.008365170769581e-3,2.3309901149856753e-3,3.125802749383077e-3,1.5302125329988824e-3,1.8774895460657772e-3,1.5146617749612658e-3,1.4048589777615212e-3,7.608231022015119e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.10445865177633133,6.301981843890097e-3,3.1185948480393494e-3,2.66492856206487e-3,2.14626026875656e-3,1.1002841573622894e-3,1.1617439009823723e-3,1.174986757897695e-3,1.0940560798170672e-3,9.871134734337468e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.39524960968538e-2,5.275910442559975e-3,3.1859804842065504e-3,2.8267328556168293e-3,2.693822607224205e-3,1.6763871213284463e-3,1.3977959910574734e-3,1.0768323381299344e-3,8.556109313532538e-4,5.80562730359922e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.16392121832881212,1.7812506789615955e-2,9.826882249292346e-3,5.640842937239463e-3,4.088699308591907e-3,2.546474135831891e-3,2.1775357157304068e-3,1.6775176102677876e-3,1.7211813325535372e-3,1.1188865809842563e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.736510224781768e-2,7.035747838625369e-3,4.907449416213768e-3,4.386413185425713e-3,3.0955904075493316e-3,2.358957751456661e-3,2.0674650732138387e-3,1.3514191498544582e-3,1.343412157796587e-3,1.4954314995493587e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,9.464034261117214e-2,8.522549362293833e-3,4.557685942629637e-3,2.254885323125855e-3,3.0988386356746115e-3,2.952783002763028e-3,2.498929946095297e-3,1.8779745026848956e-3,1.4717184716817747e-3,9.979650870573153e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.14902466366108919,1.2602391639541688e-2,8.11294659786961e-3,5.220260829009209e-3,2.046350262397287e-3,1.461806062238222e-3,1.7583610493957357e-3,1.1486898718316499e-3,1.0087173199983908e-3,9.807569864864075e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.250866967155327e-2,7.221047208859613e-3,4.241912233711485e-3,3.3675674335958156e-3,2.2410918838097313e-3,1.767811141591094e-3,1.454358859624235e-3,1.236782653847134e-3,1.074253297724565e-3,8.068266464044604e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.806740104063987e-2,9.138631225211259e-3,6.01984145350748e-3,3.4673799954802933e-3,2.1947748009106894e-3,1.0765728463650733e-3,1.0428389405589787e-3,1.054550618462666e-3,8.377643352947776e-4,1.0921654147870953e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.767937101413039e-2,6.411529172312381e-3,7.544915052357652e-3,3.1217581663971934e-3,2.08934700522208e-3,1.674075897314324e-3,1.4570539964296426e-3,9.755011971092405e-4,7.238680813117827e-4,5.689777775857384e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,9.031922805928855e-2,1.3508959243227474e-2,5.80868642459237e-3,6.700185509183658e-3,6.897306263727695e-3,5.345334798254242e-3,4.593144211720822e-3,3.686484810235211e-3,2.403915566375977e-3,2.2808919855077502e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.17409647103334894,9.742461735464163e-3,5.213364887028397e-3,3.8404218311550616e-3,2.766164616804869e-3,1.8779257601335515e-3,1.142237961477143e-3,9.553330342258253e-4,8.932441193540536e-4,5.51074422323179e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.2116449061211954e-2,1.2510100795447392e-2,5.173509655839247e-3,3.6086815347973963e-3,3.0175445688923937e-3,1.6231115166853178e-3,1.6212232714783083e-3,1.2311329147973588e-3,1.0158465610771881e-3,9.966782890402535e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.266028491169741e-2,4.102695444995844e-3,3.077259970852047e-3,2.5808647021649637e-3,1.802447103587894e-3,2.2798204044171804e-3,1.7163960504633455e-3,1.7456636568138374e-3,1.7367927252614698e-3,1.8663456503421882e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.382956993933633e-2,1.870048507932902e-2,7.222362264581554e-3,5.088553086278752e-3,3.645837535375295e-3,2.841433915931081e-3,2.329658303037197e-3,2.0615340463395948e-3,1.6528399418167588e-3,1.2002811969129557e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.869095101742629e-2,9.877494069738875e-3,2.8670328373007984e-3,2.995872600395373e-3,1.9203022243624076e-3,1.3980462852452849e-3,1.480765154561971e-3,1.256452888127783e-3,9.853830780540331e-4,8.159710090349737e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,9.311341304752242e-2,1.590447824054927e-2,1.1307977333374465e-2,4.875433017591012e-3,4.2343579023288655e-3,3.4022799468107715e-3,3.091687170994518e-3,2.4437077305196724e-3,1.399931683632654e-3,1.785702453344449e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.127842507691929e-2,7.835866196861392e-3,5.783175920715658e-3,3.1088828638010796e-3,2.404339058700451e-3,1.6151574091553458e-3,1.311643540485177e-3,1.28803343784972e-3,1.2633166006882019e-3,1.1419379580473185e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.105080245700326e-2,9.81218665244201e-3,4.690612152504756e-3,2.8885145282170044e-3,2.267080906757935e-3,1.5136621499304628e-3,9.03229210164817e-4,8.776086921059864e-4,7.478125927895978e-4,6.4397073916152e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.515708967685989e-2,5.266990710077015e-3,2.9844937940048796e-3,2.7326836293134083e-3,2.2348200998643943e-3,2.5135879154421967e-3,2.1994780212243594e-3,1.805051596792043e-3,1.3145651032735132e-3,1.2509478088247256e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.12141298696212506,8.491048118946071e-3,4.612844464568821e-3,2.2994153264868263e-3,1.9306422156024087e-3,1.4336098877813016e-3,1.4316980332276154e-3,1.392717970355748e-3,1.1529274022877077e-3,1.1090242545705926e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.4702028679179324e-2,6.976944315889984e-3,2.701910337324054e-3,1.8815462276870793e-3,1.7689167049808469e-3,1.4872108651216862e-3,1.3968564402119963e-3,1.3441224192729242e-3,1.0457961020310616e-3,8.648478561788255e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.553195142306035e-2,7.11396761058254e-3,3.7425242472217805e-3,2.229321308691649e-3,1.6578526477881972e-3,1.387809957679195e-3,1.2420804009364564e-3,1.4393122376128052e-3,1.1360047167376184e-3,1.1084975401727216e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.18695670224332905,1.8298813971656787e-2,5.573527125561806e-3,1.930992098770525e-3,3.35210847800853e-3,1.5231530114104361e-3,1.8068658084797184e-3,1.1964835361692894e-3,1.4732154359990562e-3,1.299612529601056e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.150918094906145e-2,7.385847544675158e-3,3.905264604154232e-3,3.5959301197052897e-3,2.1339615834665812e-3,2.079753439731472e-3,1.69271339952593e-3,1.4687779760844373e-3,1.2240785677646113e-3,1.1962349174472779e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.876861252910942e-2,9.016331675930982e-3,3.355842013518146e-3,2.2027046553932516e-3,1.636712218137869e-3,9.935009601720435e-4,1.215519098850076e-3,9.435907578630742e-4,6.393938271764964e-4,4.8470879836649567e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.10199481531394167,8.781429225594852e-3,3.9192057018928445e-3,2.5810236297753603e-3,2.3420790690866326e-3,1.8903068913373126e-3,1.9705900311750603e-3,1.711427012672441e-3,1.535867364727942e-3,1.3634019401533096e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.5012466343389826e-2,6.247417319755092e-3,3.6416945210355775e-3,2.184385177217328e-3,1.2757409315402432e-3,9.0820232851246e-4,6.377056704164005e-4,6.519327277656148e-4,6.993785339395135e-4,5.276514309957729e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.62682166460807e-2,1.1125248294650995e-2,6.729256862768526e-3,5.206420159531398e-3,2.80601144688542e-3,2.2179610263556825e-3,2.145214877081362e-3,1.2326302179530343e-3,1.17011029514101e-3,1.4225989749700116e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.1585384923543902,1.560759113326287e-2,7.747465287324645e-3,4.848383649017931e-3,2.964572135684943e-3,2.361137117757142e-3,1.9729140914897976e-3,1.4677614965210046e-3,1.436797784210526e-3,1.1560891115754957e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.30506723470743e-2,6.847862045012929e-3,4.0592192965571115e-3,2.1014297897514935e-3,1.9565069036181965e-3,2.015629857270604e-3,1.4674463953233139e-3,1.5504116667275254e-3,1.756365768421077e-3,1.4960917701357232e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,9.859565154407421e-2,6.920331268512965e-3,3.544857150308333e-3,2.1347682388795294e-3,2.387441854737626e-3,2.2897153257787047e-3,2.1056887011369194e-3,1.7374485663435094e-3,1.240182337965591e-3,1.188257126547297e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,4.467905294420259e-2,9.15249754256104e-3,6.9654939154978595e-3,3.181069776021307e-3,2.2657580026173765e-3,1.8769448203313148e-3,1.340726403317327e-3,1.7830134582196532e-3,1.2333192307751786e-3,1.6472522005017629e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.059211999686125e-2,7.073695975704936e-3,4.251421188762188e-3,3.2518741231812136e-3,1.8504020717941797e-3,1.2960430795128082e-3,1.2944152224567155e-3,1.4140240811346336e-3,1.3548107989686487e-3,1.4296801092853156e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.11551243991789081,1.1691620365432651e-2,5.0260677471455125e-3,5.040915762789847e-3,3.948061927886939e-3,2.443726855997256e-3,2.2185114468398163e-3,2.2663024553565645e-3,1.9679508802504884e-3,1.372639150440079e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.996850206033422e-2,1.3994590054788352e-2,5.964526263575001e-3,3.5748479011963436e-3,3.627338585471594e-3,3.5809409811556683e-3,1.978463856082264e-3,2.4423429287339215e-3,1.5470374639082202e-3,1.532170653128947e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.036077684071296e-2,1.2491442196729338e-2,4.937501803407126e-3,3.7386494062717837e-3,2.7023134757212675e-3,2.426002964788133e-3,1.8057513551144547e-3,1.6849765851491179e-3,1.6050368002978044e-3,1.2157344146764733e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,8.164154311734399e-2,4.305283343343345e-3,1.7601916848999973e-3,2.088559263942233e-3,1.5660120449776087e-3,1.4795047100011078e-3,2.062272948298938e-3,2.116232300740678e-3,1.8949832207604753e-3,2.1034691527198317e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,7.940412412284747e-2,1.1707187946157816e-2,5.5714163328718395e-3,2.9825463041443126e-3,1.9212848284769048e-3,1.4993957489545708e-3,8.270883307719907e-4,1.044691418876999e-3,8.789702642432681e-4,9.647674637781509e-4
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.4529104117417085e-2,4.957332140765365e-3,4.343589177426076e-3,2.9945964443334663e-3,2.1988136364502284e-3,2.7126000801155972e-3,1.6851997825466283e-3,1.622696185504929e-3,2.0444899639169515e-3,1.2786183989127835e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.26295861068752e-2,9.90105427795731e-3,6.502820085417744e-3,5.8209572116317285e-3,3.4472829035874075e-3,2.212693427823138e-3,1.9379873923230984e-3,1.9327424818849845e-3,2.2362767624771844e-3,2.015459692885333e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.14123820132204423,2.8771968003028704e-2,6.6967528885492015e-3,5.04651419270019e-3,4.134442851772693e-3,3.044436690679478e-3,3.4997705042611018e-3,2.2989148631786336e-3,2.162358770369634e-3,1.445165360149484e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.154657458885789e-2,8.933354232064827e-3,4.749264277296628e-3,4.210719728770704e-3,2.043588281905355e-3,2.1254978727753924e-3,1.2690536063741653e-3,1.2814574462692314e-3,9.737353920425819e-4,1.2504433682812644e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.627976613038898e-2,1.1548534685849939e-2,7.103295258793661e-3,4.741879814778893e-3,3.436190863261748e-3,3.1099506145621557e-3,1.8344944695577712e-3,1.988006255543453e-3,1.549539093695416e-3,1.5558696061072673e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,5.12754773754796e-2,1.0273571975146714e-2,5.786119229452068e-3,3.1824766911989297e-3,3.960873658126629e-3,1.8557370580989671e-3,1.5868459856063079e-3,1.1062642467102113e-3,8.848430331853083e-4,1.1691466309849713e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,0.15367243321692994,7.143078089213854e-3,4.443448256071142e-3,2.254173919104906e-3,2.176394815017902e-3,2.6245284327329355e-3,3.1911931993252526e-3,2.5999575522060742e-3,2.014127945499905e-3,1.1785602296755862e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,3.593652507643656e-2,7.1284300350572555e-3,6.001047638820521e-3,5.0801168774374725e-3,2.537467817852377e-3,2.075183082848143e-3,1.942213476168476e-3,1.692196085678068e-3,1.4571348805107907e-3,1.2552526426581959e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,6.1838214879063255e-2,1.1269807941583637e-2,5.250607054584567e-3,2.992384748541312e-3,4.730273479674928e-3,2.8704223713702168e-3,1.9217621401144969e-3,1.4776254619756225e-3,1.4344524856869205e-3,1.2096563301222845e-3
BetaBin.urn,BetaBin.urn,mh by time,monad-bayes sampler,KL divergence,9.010172184426313e-2,7.086645671939567e-3,6.119054077006397e-3,3.149102811498046e-3,2.774610524475866e-3,1.9325200660914284e-3,1.5880672191067406e-3,1.4747067318461623e-3,1.2482278795618478e-3,1.1771297483224247e-3
